K,UL,beta,burn_factor,crossing_time,delta,mu1,mu2,num_crossings,rep,s,seed1,seed2,seed3,seed4,sigma
464,1.0,0.01,0.25,74820,-0.01,1.0e-5,0.0,50,29,0.0,2618368670,3112870627,2892899589,888498459,0.05
4642,1.0,0.01,0.25,1157,-0.01,1.0e-5,0.0,50,41,0.0,1383537022,2166557389,3252105170,3642572346,5.0e-8
4642,1.0,0.01,0.25,1032,-0.01,1.0e-5,0.0,50,38,0.0,2947809692,4286860489,1338794141,3543684494,5.0e-8
2154,1.0,0.01,0.25,18058,-0.01,1.0e-5,0.0,50,49,0.0,2681039168,1697361416,2263352540,1595464708,0.05
2154,1.0,0.01,0.25,17671,-0.01,1.0e-5,0.0,50,20,0.0,1854611328,2528673955,3356400542,913330942,0.05
2154,1.0,0.01,0.25,2538,-0.01,1.0e-5,0.0,50,50,0.0,3723573672,3054832459,3168278571,1079222841,5.0e-8
1000,1.0,0.01,0.25,48756,-0.01,1.0e-5,0.0,50,1,0.0,797384471,3536083576,570970870,2104896942,0.05
2154,1.0,0.01,0.25,24310,-0.01,1.0e-5,0.0,50,20,0.0,1797932369,2204575617,751797507,4185374085,0.5
1000,1.0,0.01,0.25,11553,-0.01,1.0e-5,0.0,50,21,0.0,2966139179,2207201693,3228764132,3732570288,5.0e-8
4642,1.0,0.01,0.25,6390,-0.01,1.0e-5,0.0,50,6,0.0,1205463689,2167952572,319107869,56077641,0.5
464,1.0,0.01,0.25,188867,-0.01,1.0e-5,0.0,50,34,0.0,3869628745,1849532243,1614377140,316963408,0.5
4642,1.0,0.01,0.25,2050,-0.01,1.0e-5,0.0,50,33,0.0,2099768597,3027769653,3815491877,3056653470,5.0e-8
464,1.0,0.01,0.25,72186,-0.01,1.0e-5,0.0,50,44,0.0,2265375837,851083024,96956239,2715092331,0.05
4642,1.0,0.01,0.25,11964,-0.01,1.0e-5,0.0,50,50,0.0,2656167267,1234637617,2297798823,45918851,0.5
2154,1.0,0.01,0.25,26083,-0.01,1.0e-5,0.0,50,12,0.0,511133715,3362676268,558339530,2526708953,0.5
4642,1.0,0.01,0.25,2411,-0.01,1.0e-5,0.0,50,12,0.0,414454527,3090909849,1185906845,1746863519,5.0e-8
2154,1.0,0.01,0.25,17882,-0.01,1.0e-5,0.0,50,30,0.0,1106103296,2361536814,3462308335,2329773176,0.05
2154,1.0,0.01,0.25,5940,-0.01,1.0e-5,0.0,50,35,0.0,3969926483,1847332091,2651625381,655760284,5.0e-8
1000,1.0,0.01,0.25,13594,-0.01,1.0e-5,0.0,50,36,0.0,1073049596,702131612,829044739,3307715712,5.0e-8
100,1.0,0.01,0.25,182349,-0.01,1.0e-5,0.0,50,14,0.0,919421710,359367363,2188573436,3780120055,0.05
4642,1.0,0.01,0.25,1537,-0.01,1.0e-5,0.0,50,37,0.0,606204862,3988087792,318540790,3556273047,5.0e-8
2154,1.0,0.01,0.25,6635,-0.01,1.0e-5,0.0,50,26,0.0,3528977942,3383997360,639501289,1705616979,5.0e-8
10000,1.0,0.01,0.25,503,-0.01,1.0e-5,0.0,50,24,0.0,693378103,1283293201,3971105614,712737330,5.0e-8
10000,1.0,0.01,0.25,548,-0.01,1.0e-5,0.0,50,18,0.0,867524881,1061919349,3936177449,3602078519,5.0e-8
464,1.0,0.01,0.25,193754,-0.01,1.0e-5,0.0,50,27,0.0,480129999,2824836281,2505388477,466156943,0.5
10000,1.0,0.01,0.25,717,-0.01,1.0e-5,0.0,50,6,0.0,2396626010,2576728458,2424907994,359941836,5.0e-8
10000,1.0,0.01,0.25,626,-0.01,1.0e-5,0.0,50,33,0.0,3395647581,3136101279,792998941,3466431361,5.0e-8
4642,1.0,0.01,0.25,3059,-0.01,1.0e-5,0.0,50,13,0.0,1623162045,784094853,2597911793,3463962208,5.0e-8
2154,1.0,0.01,0.25,6555,-0.01,1.0e-5,0.0,50,28,0.0,1200626325,413627298,284459495,151534428,5.0e-8
10000,1.0,0.01,0.25,1997,-0.01,1.0e-5,0.0,50,3,0.0,472558511,2152889207,2325784381,2724019637,0.05
10000,1.0,0.01,0.25,1854,-0.01,1.0e-5,0.0,50,49,0.0,580367821,2284791437,1478466930,1437891713,0.5
4642,1.0,0.01,0.25,13938,-0.01,1.0e-5,0.0,50,32,0.0,2293076023,3499180631,2930340766,1884629023,0.5
10000,1.0,0.01,0.25,775,-0.01,1.0e-5,0.0,50,39,0.0,1748965987,1113809511,388064352,1653760348,5.0e-8
100,1.0,0.01,0.25,188080,-0.01,1.0e-5,0.0,50,34,0.0,1134944445,2172618598,2621440449,3227965556,0.05
1000,1.0,0.01,0.25,47686,-0.01,1.0e-5,0.0,50,19,0.0,2492658059,2138403904,1985525419,1621844356,0.05
10000,1.0,0.01,0.25,757,-0.01,1.0e-5,0.0,50,16,0.0,3102193302,2634450968,547737500,395001225,5.0e-8
10000,1.0,0.01,0.25,983,-0.01,1.0e-5,0.0,50,23,0.0,547278679,1669667847,3172305266,947247061,5.0e-8
2154,1.0,0.01,0.25,6534,-0.01,1.0e-5,0.0,50,48,0.0,4070274568,2429119725,2842013941,563389287,5.0e-8
10000,1.0,0.01,0.25,895,-0.01,1.0e-5,0.0,50,7,0.0,1225403807,2810257334,1371030565,1438835645,5.0e-8
2154,1.0,0.01,0.25,21856,-0.01,1.0e-5,0.0,50,2,0.0,2167094078,3285238002,1330465443,1987638888,0.05
215,1.0,0.01,0.25,177461,-0.01,1.0e-5,0.0,50,5,0.0,2580313003,1340140650,3247301894,3546418109,0.05
4642,1.0,0.01,0.25,9244,-0.01,1.0e-5,0.0,50,36,0.0,3854753829,4096809109,1789303049,379741930,0.5
4642,1.0,0.01,0.25,10789,-0.01,1.0e-5,0.0,50,20,0.0,3387093128,2689480112,2229787009,2400600884,0.5
10000,1.0,0.01,0.25,609,-0.01,1.0e-5,0.0,50,5,0.0,3275122441,455353385,3930720676,3709037216,5.0e-8
2154,1.0,0.01,0.25,18362,-0.01,1.0e-5,0.0,50,12,0.0,721276307,3387934157,1298781404,4141823855,0.05
4642,1.0,0.01,0.25,2685,-0.01,1.0e-5,0.0,50,34,0.0,3212665355,1091564400,1481288122,949303154,5.0e-8
10000,1.0,0.01,0.25,779,-0.01,1.0e-5,0.0,50,11,0.0,1806655069,3290586353,3870933413,3427193291,0.05
4642,1.0,0.01,0.25,2290,-0.01,1.0e-5,0.0,50,39,0.0,2097878274,1700663333,242774526,3380635983,5.0e-8
10000,1.0,0.01,0.25,834,-0.01,1.0e-5,0.0,50,35,0.0,4253910319,1143807747,4246886194,1621920686,5.0e-8
2154,1.0,0.01,0.25,21043,-0.01,1.0e-5,0.0,50,15,0.0,2471318405,2693800841,1391234716,2278209835,0.5
4642,1.0,0.01,0.25,4608,-0.01,1.0e-5,0.0,50,45,0.0,3924384124,3795738014,1021121547,3408691607,0.05
4642,1.0,0.01,0.25,5120,-0.01,1.0e-5,0.0,50,11,0.0,3119553728,2353254413,1397170334,2899336129,0.05
10000,1.0,0.01,0.25,479,-0.01,1.0e-5,0.0,50,26,0.0,186669332,52711721,3816987988,2511284814,5.0e-8
10000,1.0,0.01,0.25,877,-0.01,1.0e-5,0.0,50,27,0.0,3279313771,1971519719,1981635071,457346160,5.0e-8
10000,1.0,0.01,0.25,2246,-0.01,1.0e-5,0.0,50,17,0.0,499481223,2497075363,873045827,674039576,0.05
10000,1.0,0.01,0.25,918,-0.01,1.0e-5,0.0,50,46,0.0,3361629349,801893987,2673454241,887329874,5.0e-8
10000,1.0,0.01,0.25,1015,-0.01,1.0e-5,0.0,50,14,0.0,3187748783,723543516,629673314,191579038,5.0e-8
1000,1.0,0.01,0.25,54388,-0.01,1.0e-5,0.0,50,47,0.0,2770844138,1135407926,3125348563,669309606,0.05
2154,1.0,0.01,0.25,7315,-0.01,1.0e-5,0.0,50,3,0.0,1919752195,2698293258,3073550787,2761619052,5.0e-8
10000,1.0,0.01,0.25,1872,-0.01,1.0e-5,0.0,50,32,0.0,1258830199,1109911245,1322869510,563085762,0.05
10000,1.0,0.01,0.25,1028,-0.01,1.0e-5,0.0,50,42,0.0,260582526,1830876473,282047215,92365689,5.0e-8
100,1.0,0.01,0.25,167628,-0.01,1.0e-5,0.0,50,47,0.0,3784160938,1458882472,2422896807,1187072661,5.0e-8
4642,1.0,0.01,0.25,9170,-0.01,1.0e-5,0.0,50,48,0.0,3482161071,250391881,2890086019,261541859,0.5
4642,1.0,0.01,0.25,3403,-0.01,1.0e-5,0.0,50,29,0.0,2426577645,1525853055,4164596073,875081602,5.0e-8
2154,1.0,0.01,0.25,14488,-0.01,1.0e-5,0.0,50,9,0.0,2861250311,1121815047,3393265427,1638813990,0.05
10000,1.0,0.01,0.25,1088,-0.01,1.0e-5,0.0,50,8,0.0,437843840,3558617360,2860772227,74009870,5.0e-8
1000,1.0,0.01,0.25,50352,-0.01,1.0e-5,0.0,50,23,0.0,933407405,169732058,2152140926,4249421627,0.05
1000,1.0,0.01,0.25,18127,-0.01,1.0e-5,0.0,50,23,0.0,628903325,1260611884,2824241033,1831080610,5.0e-8
2154,1.0,0.01,0.25,17729,-0.01,1.0e-5,0.0,50,46,0.0,1619138494,1953394728,617245252,574475915,0.05
2154,1.0,0.01,0.25,24938,-0.01,1.0e-5,0.0,50,17,0.0,1511406771,4246981633,1331957755,3530666391,0.5
2154,1.0,0.01,0.25,24534,-0.01,1.0e-5,0.0,50,4,0.0,799704448,3928074793,3577097967,3993212309,0.05
2154,1.0,0.01,0.25,18322,-0.01,1.0e-5,0.0,50,13,0.0,2188907651,2944921868,3843323098,97201015,0.05
2154,1.0,0.01,0.25,10219,-0.01,1.0e-5,0.0,50,23,0.0,1817434069,312345353,2099135939,852818492,5.0e-8
2154,1.0,0.01,0.25,36229,-0.01,1.0e-5,0.0,50,45,0.0,1077801923,4171555438,3950791328,2434931100,0.5
10000,1.0,0.01,0.25,512,-0.01,1.0e-5,0.0,50,15,0.0,2415057514,4177667792,4152583472,3135537170,5.0e-8
4642,1.0,0.01,0.25,13130,-0.01,1.0e-5,0.0,50,41,0.0,354362430,1044278161,3844881756,2064802717,0.5
10000,1.0,0.01,0.25,1644,-0.01,1.0e-5,0.0,50,47,0.0,2107249361,3878527531,3469127902,2954643362,5.0e-8
464,1.0,0.01,0.25,99871,-0.01,1.0e-5,0.0,50,3,0.0,1820874354,3092416174,1034086702,3836391745,0.05
4642,1.0,0.01,0.25,3367,-0.01,1.0e-5,0.0,50,46,0.0,1819132017,3251849712,2590305152,281949508,5.0e-8
2154,1.0,0.01,0.25,10113,-0.01,1.0e-5,0.0,50,4,0.0,3182375459,3606333660,1990515598,2983419103,5.0e-8
10000,1.0,0.01,0.25,692,-0.01,1.0e-5,0.0,50,38,0.0,4218183643,118175258,4130650554,1962076370,5.0e-8
10000,1.0,0.01,0.25,622,-0.01,1.0e-5,0.0,50,45,0.0,4067280954,516706126,4161298081,2168732578,5.0e-8
10000,1.0,0.01,0.25,1171,-0.01,1.0e-5,0.0,50,50,0.0,2397000773,3990488770,3120561686,4119646469,5.0e-8
10000,1.0,0.01,0.25,877,-0.01,1.0e-5,0.0,50,49,0.0,3266774391,794197237,1290769691,1330781657,5.0e-8
10000,1.0,0.01,0.25,819,-0.01,1.0e-5,0.0,50,21,0.0,974747711,644893328,285485767,2803489655,5.0e-8
2154,1.0,0.01,0.25,24440,-0.01,1.0e-5,0.0,50,43,0.0,2161018206,3650917714,3530234155,1366914818,0.05
10000,1.0,0.01,0.25,849,-0.01,1.0e-5,0.0,50,2,0.0,2534933031,3927865741,3589566213,2898976915,5.0e-8
2154,1.0,0.01,0.25,28704,-0.01,1.0e-5,0.0,50,41,0.0,2775036901,2545642915,3501068891,1212651109,0.05
215,1.0,0.01,0.25,154766,-0.01,1.0e-5,0.0,50,16,0.0,1455971054,4003730067,983180709,4050792355,0.05
10000,1.0,0.01,0.25,803,-0.01,1.0e-5,0.0,50,36,0.0,723245064,3483603221,2925590972,3144154523,5.0e-8
10000,1.0,0.01,0.25,555,-0.01,1.0e-5,0.0,50,31,0.0,1641670997,3244836954,1459257741,292783965,5.0e-8
4642,1.0,0.01,0.25,13413,-0.01,1.0e-5,0.0,50,2,0.0,1354528548,3711648650,419837994,2978745694,0.5
464,1.0,0.01,0.25,197813,-0.01,1.0e-5,0.0,50,48,0.0,154479346,1378883696,1586804267,4059102450,0.5
10000,1.0,0.01,0.25,1271,-0.01,1.0e-5,0.0,50,41,0.0,1859152650,3777537096,3879037831,639762422,5.0e-8
10000,1.0,0.01,0.25,919,-0.01,1.0e-5,0.0,50,40,0.0,1487209873,3080440215,392550685,2100410500,5.0e-8
464,1.0,0.01,0.25,209629,-0.01,1.0e-5,0.0,50,40,0.0,1419044304,2071227295,3916220089,3146642432,0.5
10000,1.0,0.01,0.25,881,-0.01,1.0e-5,0.0,50,48,0.0,4124344885,3967320110,1561234748,3210556770,5.0e-8
2154,1.0,0.01,0.25,34256,-0.01,1.0e-5,0.0,50,6,0.0,3157613483,1289752520,1585434487,3787382742,0.5
10000,1.0,0.01,0.25,805,-0.01,1.0e-5,0.0,50,34,0.0,672826280,3576759095,2057638729,2184036602,5.0e-8
10000,1.0,0.01,0.25,1334,-0.01,1.0e-5,0.0,50,17,0.0,4255816859,304709195,565280600,3724287402,5.0e-8
10000,1.0,0.01,0.25,631,-0.01,1.0e-5,0.0,50,11,0.0,3198849581,1159329464,1377444961,6315216,5.0e-8
464,1.0,0.01,0.25,149906,-0.01,1.0e-5,0.0,50,27,0.0,3814553315,1729254299,1948232159,1855106632,0.05
10000,1.0,0.01,0.25,2316,-0.01,1.0e-5,0.0,50,18,0.0,1435346821,885827017,4281068871,2233390456,0.05
10000,1.0,0.01,0.25,534,-0.01,1.0e-5,0.0,50,30,0.0,3492145713,3457746523,3520764559,3727670390,5.0e-8
10000,1.0,0.01,0.25,830,-0.01,1.0e-5,0.0,50,12,0.0,2982513884,1485628392,1735358505,2557685180,5.0e-8
4642,1.0,0.01,0.25,11371,-0.01,1.0e-5,0.0,50,19,0.0,1509619107,1017569873,2242902255,1529909849,0.05
2154,1.0,0.01,0.25,42368,-0.01,1.0e-5,0.0,50,14,0.0,3184444195,1816084434,2781071306,2914056809,0.5
10000,1.0,0.01,0.25,8492,-0.01,1.0e-5,0.0,50,28,0.0,1555771800,2720360345,1758163472,589981655,0.5
10000,1.0,0.01,0.25,1045,-0.01,1.0e-5,0.0,50,19,0.0,399670887,1224869842,156312330,2984483348,5.0e-8
10000,1.0,0.01,0.25,1536,-0.01,1.0e-5,0.0,50,9,0.0,118042031,3362023029,3234903553,4129269696,5.0e-8
215,1.0,0.01,0.25,280094,-0.01,1.0e-5,0.0,50,37,0.0,1885975267,662067815,1945897851,2266158304,0.5
10000,1.0,0.01,0.25,3686,-0.01,1.0e-5,0.0,50,14,0.0,753042743,3667767126,1613622882,87856023,0.05
10000,1.0,0.01,0.25,4686,-0.01,1.0e-5,0.0,50,3,0.0,898337524,1937374275,3649417933,2843692313,0.5
10000,1.0,0.01,0.25,1237,-0.01,1.0e-5,0.0,50,44,0.0,741351419,2964641813,3131562013,3386897000,5.0e-8
10000,1.0,0.01,0.25,797,-0.01,1.0e-5,0.0,50,3,0.0,2372447010,907730888,1870661400,4091021279,5.0e-8
1000,1.0,0.01,0.25,71679,-0.01,1.0e-5,0.0,50,24,0.0,3020144531,764647199,2931382972,297185376,0.05
10000,1.0,0.01,0.25,1402,-0.01,1.0e-5,0.0,50,28,0.0,82878603,3796430141,788164777,392168514,5.0e-8
1000,1.0,0.01,0.25,111471,-0.01,1.0e-5,0.0,50,23,0.0,1231433790,239522378,487673550,1575594539,0.5
10000,1.0,0.01,0.25,1070,-0.01,1.0e-5,0.0,50,13,0.0,4238438677,2853044913,2749263435,4095875896,5.0e-8
4642,1.0,0.01,0.25,16501,-0.01,1.0e-5,0.0,50,14,0.0,2109264777,2356314722,2896356795,2590274924,0.5
2154,1.0,0.01,0.25,24853,-0.01,1.0e-5,0.0,50,5,0.0,1773315636,1188298996,2858016941,1137828990,0.05
4642,1.0,0.01,0.25,9931,-0.01,1.0e-5,0.0,50,21,0.0,2017154354,1784245566,904668852,2623391649,0.05
10000,1.0,0.01,0.25,1066,-0.01,1.0e-5,0.0,50,29,0.0,471699180,1779268394,3564638811,2626325795,5.0e-8
4642,1.0,0.01,0.25,16630,-0.01,1.0e-5,0.0,50,22,0.0,95426165,4076170921,3192527606,2461236848,0.5
2154,1.0,0.01,0.25,50362,-0.01,1.0e-5,0.0,50,39,0.0,3981653111,4112004427,41889536,4235320275,0.5
10000,1.0,0.01,0.25,2847,-0.01,1.0e-5,0.0,50,34,0.0,1054359615,32006448,2665161369,3167419904,0.05
2154,1.0,0.01,0.25,23490,-0.01,1.0e-5,0.0,50,22,0.0,3539384874,1846312444,3086465660,1732302160,0.05
215,1.0,0.01,0.25,363124,-0.01,1.0e-5,0.0,50,50,0.0,567863059,330172805,1246261274,3623970592,0.5
464,1.0,0.01,0.25,117318,-0.01,1.0e-5,0.0,50,34,0.0,3879202419,41454538,747224658,2415270023,0.05
2154,1.0,0.01,0.25,22014,-0.01,1.0e-5,0.0,50,7,0.0,3796044915,2157105629,3546901821,1575613415,0.05
10000,1.0,0.01,0.25,1245,-0.01,1.0e-5,0.0,50,37,0.0,1512046316,174304428,770191145,1982592942,5.0e-8
2154,1.0,0.01,0.25,54736,-0.01,1.0e-5,0.0,50,16,0.0,1305907873,3537455268,992248182,2960473566,0.5
10000,1.0,0.01,0.25,1281,-0.01,1.0e-5,0.0,50,43,0.0,3261807649,2676256972,3803782950,2376154459,5.0e-8
10000,1.0,0.01,0.25,1578,-0.01,1.0e-5,0.0,50,32,0.0,3972061502,2979848671,3882996065,894329739,5.0e-8
10000,1.0,0.01,0.25,1310,-0.01,1.0e-5,0.0,50,10,0.0,2332993965,3485726308,2316928995,1868769360,5.0e-8
1000,1.0,0.01,0.25,63548,-0.01,1.0e-5,0.0,50,2,0.0,3560531251,3806398631,731722437,1239226593,0.05
10000,1.0,0.01,0.25,1510,-0.01,1.0e-5,0.0,50,4,0.0,3890356720,2695587163,3699733007,3356803593,5.0e-8
2154,1.0,0.01,0.25,40528,-0.01,1.0e-5,0.0,50,33,0.0,2870542012,799470063,3804973051,1559337572,0.5
10000,1.0,0.01,0.25,1501,-0.01,1.0e-5,0.0,50,1,0.0,3786775607,2530040678,355395838,251487302,5.0e-8
10000,1.0,0.01,0.25,1328,-0.01,1.0e-5,0.0,50,20,0.0,832511529,1414847913,2995157215,175974374,5.0e-8
10000,1.0,0.01,0.25,3227,-0.01,1.0e-5,0.0,50,25,0.0,2033095898,794934734,3419147350,905363608,5.0e-8
464,1.0,0.01,0.25,247973,-0.01,1.0e-5,0.0,50,24,0.0,1380103196,2853511180,1689236641,3279248196,0.5
2154,1.0,0.01,0.25,37089,-0.01,1.0e-5,0.0,50,38,0.0,1088014541,3899993528,2871193303,3978576433,0.05
1000,1.0,0.01,0.25,33082,-0.01,1.0e-5,0.0,50,35,0.0,2472045485,2190216046,1355709878,472079403,5.0e-8
1000,1.0,0.01,0.25,127838,-0.01,1.0e-5,0.0,50,50,0.0,565496748,3855818464,4165028005,2673770303,0.5
1000,1.0,0.01,0.25,140516,-0.01,1.0e-5,0.0,50,11,0.0,3048275208,1828704923,3427281413,2567785409,0.5
2154,1.0,0.01,0.25,39292,-0.01,1.0e-5,0.0,50,29,0.0,176613686,2831268697,3438288323,2332062348,0.5
2154,1.0,0.01,0.25,24338,-0.01,1.0e-5,0.0,50,1,0.0,2766223715,67586374,2602003485,2387725476,0.05
1000,1.0,0.01,0.25,180234,-0.01,1.0e-5,0.0,50,21,0.0,1307638997,2595116953,2997145274,324388176,0.5
1000,1.0,0.01,0.25,135450,-0.01,1.0e-5,0.0,50,43,0.0,1405799357,3269465926,1687181481,1849436626,0.5
464,1.0,0.01,0.25,170577,-0.01,1.0e-5,0.0,50,7,0.0,906544728,188766249,1390977957,4072824809,0.05
4642,1.0,0.01,0.25,23924,-0.01,1.0e-5,0.0,50,15,0.0,2863702609,336266233,50104731,296895032,0.5
4642,1.0,0.01,0.25,19719,-0.01,1.0e-5,0.0,50,21,0.0,4089980721,3071130110,3470902842,412947864,0.5
2154,1.0,0.01,0.25,44048,-0.01,1.0e-5,0.0,50,8,0.0,1982891940,3940587702,1898692363,1058955120,0.5
4642,1.0,0.01,0.25,13788,-0.01,1.0e-5,0.0,50,2,0.0,1291112169,1876876300,3521281410,1492208861,0.05
464,1.0,0.01,0.25,154035,-0.01,1.0e-5,0.0,50,14,0.0,307510801,3297717544,3652160104,3903698323,0.05
4642,1.0,0.01,0.25,11268,-0.01,1.0e-5,0.0,50,39,0.0,28777245,1535966575,3040102651,3685609914,0.05
2154,1.0,0.01,0.25,29740,-0.01,1.0e-5,0.0,50,47,0.0,2239450471,643132607,1534481691,2498038528,0.05
2154,1.0,0.01,0.25,46401,-0.01,1.0e-5,0.0,50,10,0.0,2553343341,1155593520,218553647,4004757267,0.5
4642,1.0,0.01,0.25,12258,-0.01,1.0e-5,0.0,50,23,0.0,3097856220,2959488633,550348494,3929626418,0.05
2154,1.0,0.01,0.25,57815,-0.01,1.0e-5,0.0,50,36,0.0,1598701556,1149771711,774048956,3791922495,0.5
215,1.0,0.01,0.25,406392,-0.01,1.0e-5,0.0,50,24,0.0,4151508328,1602332435,2803696583,505951207,0.5
2154,1.0,0.01,0.25,63386,-0.01,1.0e-5,0.0,50,37,0.0,2338875399,3407151504,3677863396,2191617740,0.5
1000,1.0,0.01,0.25,140363,-0.01,1.0e-5,0.0,50,39,0.0,837370269,136506073,1179337244,2001738035,0.5
4642,1.0,0.01,0.25,21507,-0.01,1.0e-5,0.0,50,25,0.0,4248135120,2550689085,121771275,1246474666,0.05
10000,1.0,0.01,0.25,7551,-0.01,1.0e-5,0.0,50,21,0.0,3951921202,3624288208,1497782552,3316929523,0.5
4642,1.0,0.01,0.25,23211,-0.01,1.0e-5,0.0,50,49,0.0,3141244515,2229331055,4008800547,4133147877,0.5
464,1.0,0.01,0.25,147160,-0.01,1.0e-5,0.0,50,43,0.0,2719035312,2411665879,553793892,193588145,0.05
464,1.0,0.01,0.25,139073,-0.01,1.0e-5,0.0,50,35,0.0,281888441,1948626375,1027844732,1693562313,0.05
4642,1.0,0.01,0.25,33644,-0.01,1.0e-5,0.0,50,3,0.0,2381222864,1961565488,1694758756,344806389,0.5
21544,1.0,0.01,0.25,719,-0.01,1.0e-5,0.0,50,49,0.0,25576252,3368854064,1647417608,1881960854,0.05
464,1.0,0.01,0.25,154306,-0.01,1.0e-5,0.0,50,37,0.0,2359089892,1488739644,349879296,3343419010,0.05
2154,1.0,0.01,0.25,31421,-0.01,1.0e-5,0.0,50,19,0.0,2618155082,3227149444,3608776219,3423000853,0.05
10000,1.0,0.01,0.25,9969,-0.01,1.0e-5,0.0,50,36,0.0,158282426,2409509710,2446577781,3303595500,0.5
2154,1.0,0.01,0.25,32003,-0.01,1.0e-5,0.0,50,8,0.0,869904782,418296676,602543988,627468166,0.05
1000,1.0,0.01,0.25,92239,-0.01,1.0e-5,0.0,50,45,0.0,1262611686,3503798810,1758177943,50529363,0.05
4642,1.0,0.01,0.25,25896,-0.01,1.0e-5,0.0,50,46,0.0,3548187930,1523251726,3082601501,2706682198,0.5
2154,1.0,0.01,0.25,34464,-0.01,1.0e-5,0.0,50,25,0.0,1631587198,2688228949,4275723472,29332716,0.05
1000,1.0,0.01,0.25,167499,-0.01,1.0e-5,0.0,50,8,0.0,3405041856,4274120346,2096085693,726117907,0.5
2154,1.0,0.01,0.25,33338,-0.01,1.0e-5,0.0,50,29,0.0,3248662918,489681901,1659803563,1061010006,0.05
10000,1.0,0.01,0.25,2889,-0.01,1.0e-5,0.0,50,22,0.0,4016544260,404764776,72930981,4222209869,5.0e-8
4642,1.0,0.01,0.25,18488,-0.01,1.0e-5,0.0,50,48,0.0,2887202013,2149681174,1763996547,2930817150,0.05
21544,1.0,0.01,0.25,988,-0.01,1.0e-5,0.0,50,12,0.0,3161886757,2494027514,1448250118,1720952636,0.5
1000,1.0,0.01,0.25,212115,-0.01,1.0e-5,0.0,50,19,0.0,3204507588,2513194652,1763461864,4106439255,0.5
10000,1.0,0.01,0.25,5858,-0.01,1.0e-5,0.0,50,35,0.0,3685202290,1512025651,2940049878,197802581,0.05
21544,1.0,0.01,0.25,3149,-0.01,1.0e-5,0.0,50,13,0.0,2125967595,1372019954,2184268110,3578401382,0.5
2154,1.0,0.01,0.25,59423,-0.01,1.0e-5,0.0,50,5,0.0,3980046925,2215536608,2372880979,545322381,0.5
2154,1.0,0.01,0.25,40887,-0.01,1.0e-5,0.0,50,23,0.0,3874408138,3621266504,3067842119,1742235019,0.05
2154,1.0,0.01,0.25,42153,-0.01,1.0e-5,0.0,50,27,0.0,2435926212,4074860185,468635321,431904991,0.05
21544,1.0,0.01,0.25,1304,-0.01,1.0e-5,0.0,50,33,0.0,2954577346,1262870154,4289260121,607023503,0.5
10000,1.0,0.01,0.25,15345,-0.01,1.0e-5,0.0,50,12,0.0,902567343,1946339405,1329198509,820952225,0.5
1000,1.0,0.01,0.25,107052,-0.01,1.0e-5,0.0,50,9,0.0,3944452429,885434911,624423300,2178772380,0.05
1000,1.0,0.01,0.25,107822,-0.01,1.0e-5,0.0,50,31,0.0,1093207224,3825088086,466489993,2386259112,0.05
21544,1.0,0.01,0.25,525,-0.01,1.0e-5,0.0,50,24,0.0,184978653,266342988,2294742572,2473314005,5.0e-8
1000,1.0,0.01,0.25,98448,-0.01,1.0e-5,0.0,50,29,0.0,2831718594,652334536,1508310968,2861647988,0.05
2154,1.0,0.01,0.25,36157,-0.01,1.0e-5,0.0,50,16,0.0,2483916514,2145680017,185519584,3584487457,0.05
21544,1.0,0.01,0.25,594,-0.01,1.0e-5,0.0,50,16,0.0,3176062469,2833665826,1741233179,560476360,5.0e-8
10000,1.0,0.01,0.25,8359,-0.01,1.0e-5,0.0,50,22,0.0,3293759140,756914264,199566567,2105251721,0.05
1000,1.0,0.01,0.25,110060,-0.01,1.0e-5,0.0,50,10,0.0,2193214259,1326577907,1326105434,3172519000,0.05
4642,1.0,0.01,0.25,32473,-0.01,1.0e-5,0.0,50,45,0.0,719993546,481168044,562780291,2060581917,0.5
2154,1.0,0.01,0.25,46687,-0.01,1.0e-5,0.0,50,40,0.0,1325509656,3815970876,1030950092,122837012,0.05
4642,1.0,0.01,0.25,28707,-0.01,1.0e-5,0.0,50,38,0.0,3199980113,850386550,3564528776,734541585,0.5
2154,1.0,0.01,0.25,58888,-0.01,1.0e-5,0.0,50,19,0.0,3587911386,1036639127,3773984403,2180732952,0.5
4642,1.0,0.01,0.25,31245,-0.01,1.0e-5,0.0,50,10,0.0,4111208507,227674654,3964968868,3690600277,0.5
21544,1.0,0.01,0.25,538,-0.01,1.0e-5,0.0,50,49,0.0,4115159458,738128806,3993796137,188650419,5.0e-8
4642,1.0,0.01,0.25,20772,-0.01,1.0e-5,0.0,50,35,0.0,855244297,3938703723,4265391138,1837465243,0.05
2154,1.0,0.01,0.25,61434,-0.01,1.0e-5,0.0,50,26,0.0,913332085,1225268792,3765883336,4068208280,0.5
10000,1.0,0.01,0.25,16881,-0.01,1.0e-5,0.0,50,7,0.0,2477398969,443886059,3627022028,2470992206,0.5
21544,1.0,0.01,0.25,2360,-0.01,1.0e-5,0.0,50,47,0.0,737651778,2821203305,3403872876,63039201,0.05
2154,1.0,0.01,0.25,87422,-0.01,1.0e-5,0.0,50,31,0.0,3360168142,3918399323,3691447540,477465502,0.5
10000,1.0,0.01,0.25,8951,-0.01,1.0e-5,0.0,50,45,0.0,3562925299,3502289161,1878046242,815251701,0.05
