K,UL,beta,burn_factor,crossing_time,delta,mu1,mu2,num_crossings,rep,s,seed1,seed2,seed3,seed4,sigma
100,1.0,0.01,0.25,60125,2.1544346900318823e-5,1.0e-5,0.0001,50,5,0.1,3983357665,2968287122,2319978447,1469379112,0.05
100,1.0,0.01,0.25,160344,2.1544346900318823e-5,1.0e-5,0.0001,50,48,0.1,1787930436,2215346858,1855086543,442711664,0.5
100,1.0,0.01,0.25,34806,2.1544346900318823e-5,1.0e-5,0.0001,50,12,0.1,2132729409,1401804855,1568893015,2621989115,0.05
100,1.0,0.01,0.25,264550,2.1544346900318823e-5,1.0e-5,0.0001,50,36,0.1,1884799658,3750383940,554972322,4075339711,0.5
100,1.0,0.01,0.25,24164,2.1544346900318823e-5,1.0e-5,0.0001,50,14,0.1,2490313723,1762859079,2794675765,2591765622,0.05
100,1.0,0.01,0.25,359220,2.1544346900318823e-5,1.0e-5,0.0001,50,30,0.1,1447044080,3296759123,1611423359,2158207013,0.5
100,1.0,0.01,0.25,16308,2.1544346900318823e-5,1.0e-5,0.0001,50,17,0.1,3983357665,2968287122,2319978447,1469379112,0.05
100,1.0,0.01,0.25,25659,2.1544346900318823e-5,1.0e-5,0.0001,50,18,0.1,1787930436,2215346858,1855086543,442711664,0.05
10000,1.0,0.01,0.25,313763,1.0e-5,1.0e-5,0.0001,50,18,0.1,239911407,3113036472,545495227,3691791213,0.5
100,1.0,0.01,0.25,18146,2.1544346900318823e-5,1.0e-5,0.0001,50,20,0.1,2490313723,1762859079,2794675765,2591765622,0.05
100,1.0,0.01,0.25,75237,2.1544346900318823e-5,1.0e-5,0.0001,50,9,0.1,637795024,2496337980,3875646797,3013043107,0.05
100,1.0,0.01,0.25,102171,2.1544346900318823e-5,1.0e-5,0.0001,50,2,0.1,2275181542,2913133547,3479307218,1962793497,0.05
100,1.0,0.01,0.25,21513,2.1544346900318823e-5,1.0e-5,0.0001,50,22,0.1,1447044080,3296759123,1611423359,2158207013,0.05
100,1.0,0.01,0.25,275796,2.1544346900318823e-5,1.0e-5,0.0001,50,46,0.1,333153872,462936731,1803863024,4227837316,0.5
100,1.0,0.01,0.25,25910,2.1544346900318823e-5,1.0e-5,0.0001,50,26,0.1,2490313723,1762859079,2794675765,2591765622,0.05
100,1.0,0.01,0.25,89820,2.1544346900318823e-5,1.0e-5,0.0001,50,13,0.1,2599056160,14018620,2448251163,3175556857,0.05
100,1.0,0.01,0.25,68444,2.1544346900318823e-5,1.0e-5,0.0001,50,19,0.1,2132729409,1401804855,1568893015,2621989115,0.05
100,1.0,0.01,0.25,48411,2.1544346900318823e-5,1.0e-5,0.0001,50,27,0.1,637795024,2496337980,3875646797,3013043107,0.05
100,1.0,0.01,0.25,39176,2.1544346900318823e-5,1.0e-5,0.0001,50,29,0.1,1447044080,3296759123,1611423359,2158207013,0.05
21544,1.0,0.01,0.25,148184,1.0e-5,1.0e-5,0.0001,50,21,0.1,4175346854,2358671379,52772825,2462813789,0.5
100,1.0,0.01,0.25,50871,2.1544346900318823e-5,1.0e-5,0.0001,50,30,0.1,333153872,462936731,1803863024,4227837316,0.05
100,1.0,0.01,0.25,28655,2.1544346900318823e-5,1.0e-5,0.0001,50,35,0.1,1447044080,3296759123,1611423359,2158207013,0.05
100,1.0,0.01,0.25,44884,2.1544346900318823e-5,1.0e-5,0.0001,50,33,0.1,2132729409,1401804855,1568893015,2621989115,0.05
100,1.0,0.01,0.25,136649,2.1544346900318823e-5,1.0e-5,0.0001,50,15,0.1,2539515793,3788695280,2213340712,1960817136,0.05
100,1.0,0.01,0.25,43983,2.1544346900318823e-5,1.0e-5,0.0001,50,34,0.1,637795024,2496337980,3875646797,3013043107,0.05
100,1.0,0.01,0.25,26013,2.1544346900318823e-5,1.0e-5,0.0001,50,37,0.1,333153872,462936731,1803863024,4227837316,0.05
100,1.0,0.01,0.25,158439,2.1544346900318823e-5,1.0e-5,0.0001,50,11,0.1,4091159307,510454860,2509814276,2944861636,0.05
100000,1.0,0.01,0.25,5568,1.0e-5,1.0e-5,0.0001,50,21,0.1,1176868790,897272857,4042333663,4020276329,0.05
100,1.0,0.01,0.25,114338,2.1544346900318823e-5,1.0e-5,0.0001,50,23,0.1,3983357665,2968287122,2319978447,1469379112,0.05
100,1.0,0.01,0.25,77016,2.1544346900318823e-5,1.0e-5,0.0001,50,31,0.1,2490313723,1762859079,2794675765,2591765622,0.05
100,1.0,0.01,0.25,21689,2.1544346900318823e-5,1.0e-5,0.0001,50,40,0.1,2539515793,3788695280,2213340712,1960817136,0.05
100,1.0,0.01,0.25,132132,2.1544346900318823e-5,1.0e-5,0.0001,50,21,0.1,1884799658,3750383940,554972322,4075339711,0.05
100,1.0,0.01,0.25,27435,2.1544346900318823e-5,1.0e-5,0.0001,50,41,0.1,637795024,2496337980,3875646797,3013043107,0.05
100,1.0,0.01,0.25,8817,2.1544346900318823e-5,1.0e-5,0.0001,50,47,0.1,2539515793,3788695280,2213340712,1960817136,0.05
100,1.0,0.01,0.25,18412,2.1544346900318823e-5,1.0e-5,0.0001,50,44,0.1,1176868790,897272857,4042333663,4020276329,0.05
46416,1.0,0.01,0.25,59791,1.0e-5,1.0e-5,0.0001,50,48,0.1,586298643,1810441668,1397499486,3021218724,0.5
100,1.0,0.01,0.25,140789,2.1544346900318823e-5,1.0e-5,0.0001,50,25,0.1,239911407,3113036472,545495227,3691791213,0.05
100,1.0,0.01,0.25,53102,2.1544346900318823e-5,1.0e-5,0.0001,50,38,0.1,1447044080,3296759123,1611423359,2158207013,0.05
100,1.0,0.01,0.25,247631,2.1544346900318823e-5,1.0e-5,0.0001,50,6,0.1,3751487561,4049309808,110900844,3351138016,0.05
100,1.0,0.01,0.25,6015,2.1544346900318823e-5,1.0e-5,0.0001,50,4,0.1,1447044080,3296759123,1611423359,2158207013,5.0e-8
21544,1.0,0.01,0.25,146612,1.0e-5,1.0e-5,0.0001,50,45,0.1,2681940845,1324428361,2712919298,1479055140,0.5
100,1.0,0.01,0.25,56651,2.1544346900318823e-5,1.0e-5,0.0001,50,45,0.1,3983357665,2968287122,2319978447,1469379112,0.05
100,1.0,0.01,0.25,17891,2.1544346900318823e-5,1.0e-5,0.0001,50,5,0.1,3751487561,4049309808,110900844,3351138016,5.0e-8
46416,1.0,0.01,0.25,60893,1.0e-5,1.0e-5,0.0001,50,21,0.1,3610641286,3921418887,893332486,1189006576,0.5
100,1.0,0.01,0.25,40861,2.1544346900318823e-5,1.0e-5,0.0001,50,48,0.1,1884799658,3750383940,554972322,4075339711,0.05
100,1.0,0.01,0.25,4775,2.1544346900318823e-5,1.0e-5,0.0001,50,8,0.1,3983357665,2968287122,2319978447,1469379112,5.0e-8
100,1.0,0.01,0.25,5364,2.1544346900318823e-5,1.0e-5,0.0001,50,9,0.1,3751487561,4049309808,110900844,3351138016,5.0e-8
100000,1.0,0.01,0.25,6378,1.0e-5,1.0e-5,0.0001,50,16,0.1,509601353,742965312,4108533321,1466012410,0.05
100,1.0,0.01,0.25,105027,2.1544346900318823e-5,1.0e-5,0.0001,50,39,0.1,2132729409,1401804855,1568893015,2621989115,0.05
100,1.0,0.01,0.25,38336,2.1544346900318823e-5,1.0e-5,0.0001,50,2,0.1,586298643,1810441668,1397499486,3021218724,5.0e-8
100,1.0,0.01,0.25,26485,2.1544346900318823e-5,1.0e-5,0.0001,50,6,0.1,1447044080,3296759123,1611423359,2158207013,5.0e-8
100,1.0,0.01,0.25,18363,2.1544346900318823e-5,1.0e-5,0.0001,50,15,0.1,2132729409,1401804855,1568893015,2621989115,5.0e-8
100,1.0,0.01,0.25,71442,2.1544346900318823e-5,1.0e-5,0.0001,50,1,0.1,1176868790,897272857,4042333663,4020276329,5.0e-8
100,1.0,0.01,0.25,23373,2.1544346900318823e-5,1.0e-5,0.0001,50,16,0.1,586298643,1810441668,1397499486,3021218724,5.0e-8
100000,1.0,0.01,0.25,5382,1.0e-5,1.0e-5,0.0001,50,6,0.1,1851979032,1577912702,3616718241,2419747553,0.05
100,1.0,0.01,0.25,27340,2.1544346900318823e-5,1.0e-5,0.0001,50,17,0.1,1447044080,3296759123,1611423359,2158207013,5.0e-8
100,1.0,0.01,0.25,12817,2.1544346900318823e-5,1.0e-5,0.0001,50,19,0.1,1176868790,897272857,4042333663,4020276329,5.0e-8
100,1.0,0.01,0.25,111756,2.1544346900318823e-5,1.0e-5,0.0001,50,49,0.1,637795024,2496337980,3875646797,3013043107,0.05
100,1.0,0.01,0.25,43978,2.1544346900318823e-5,1.0e-5,0.0001,50,10,0.1,3610641286,3921418887,893332486,1189006576,5.0e-8
100,1.0,0.01,0.25,136420,2.1544346900318823e-5,1.0e-5,0.0001,50,42,0.1,333153872,462936731,1803863024,4227837316,0.05
100,1.0,0.01,0.25,114800,2.1544346900318823e-5,1.0e-5,0.0001,50,50,0.1,2539515793,3788695280,2213340712,1960817136,0.05
100,1.0,0.01,0.25,14767,2.1544346900318823e-5,1.0e-5,0.0001,50,20,0.1,586298643,1810441668,1397499486,3021218724,5.0e-8
100,1.0,0.01,0.25,10433,2.1544346900318823e-5,1.0e-5,0.0001,50,22,0.1,1447044080,3296759123,1611423359,2158207013,5.0e-8
100,1.0,0.01,0.25,83998,2.1544346900318823e-5,1.0e-5,0.0001,50,3,0.1,239911407,3113036472,545495227,3691791213,5.0e-8
100000,1.0,0.01,0.25,7857,1.0e-5,1.0e-5,0.0001,50,23,0.1,1116862248,1698305657,3758998996,2546016084,0.05
100,1.0,0.01,0.25,256437,2.1544346900318823e-5,1.0e-5,0.0001,50,24,0.1,1787930436,2215346858,1855086543,442711664,0.05
46416,1.0,0.01,0.25,61023,1.0e-5,1.0e-5,0.0001,50,13,0.1,2507831983,2188263696,2625128679,1845565526,0.5
100,1.0,0.01,0.25,85583,2.1544346900318823e-5,1.0e-5,0.0001,50,7,0.1,2681940845,1324428361,2712919298,1479055140,5.0e-8
100,1.0,0.01,0.25,90938,2.1544346900318823e-5,1.0e-5,0.0001,50,12,0.1,3983357665,2968287122,2319978447,1469379112,5.0e-8
100,1.0,0.01,0.25,689,2.1544346900318823e-5,1.0e-5,0.0001,50,35,0.1,3983357665,2968287122,2319978447,1469379112,5.0e-8
100,1.0,0.01,0.25,223020,2.1544346900318823e-5,1.0e-5,0.0001,50,36,0.1,4175346854,2358671379,52772825,2462813789,0.05
100,1.0,0.01,0.25,36880,2.1544346900318823e-5,1.0e-5,0.0001,50,29,0.1,1447044080,3296759123,1611423359,2158207013,5.0e-8
100,1.0,0.01,0.25,251786,2.1544346900318823e-5,1.0e-5,0.0001,50,32,0.1,2599056160,14018620,2448251163,3175556857,0.05
100,1.0,0.01,0.25,101067,2.1544346900318823e-5,1.0e-5,0.0001,50,11,0.1,1884799658,3750383940,554972322,4075339711,5.0e-8
100,1.0,0.01,0.25,188561,2.1544346900318823e-5,1.0e-5,0.0001,50,43,0.1,4091159307,510454860,2509814276,2944861636,0.05
100,1.0,0.01,0.25,21060,2.1544346900318823e-5,1.0e-5,0.0001,50,34,0.1,2681940845,1324428361,2712919298,1479055140,5.0e-8
100,1.0,0.01,0.25,345842,2.1544346900318823e-5,1.0e-5,0.0001,50,16,0.1,766359870,2112058505,284160929,3666993897,0.05
46416,1.0,0.01,0.25,62377,1.0e-5,1.0e-5,0.0001,50,39,0.1,3048929493,1362750041,318980058,3271845593,0.5
100,1.0,0.01,0.25,314310,2.1544346900318823e-5,1.0e-5,0.0001,50,28,0.1,2275181542,2913133547,3479307218,1962793497,0.05
100,1.0,0.01,0.25,69634,2.1544346900318823e-5,1.0e-5,0.0001,50,26,0.1,333153872,462936731,1803863024,4227837316,5.0e-8
100,1.0,0.01,0.25,8072,2.1544346900318823e-5,1.0e-5,0.0001,50,45,0.1,2275181542,2913133547,3479307218,1962793497,5.0e-8
100,1.0,0.01,0.25,39141,2.1544346900318823e-5,1.0e-5,0.0001,50,37,0.1,4175346854,2358671379,52772825,2462813789,5.0e-8
100,1.0,0.01,0.25,2696,2.1544346900318823e-5,1.0e-5,0.0001,50,47,0.1,2275181542,2913133547,3479307218,1962793497,5.0e-8
100,1.0,0.01,0.25,37375,2.1544346900318823e-5,1.0e-5,0.0001,50,39,0.1,2599056160,14018620,2448251163,3175556857,5.0e-8
100,1.0,0.01,0.25,75555,2.1544346900318823e-5,1.0e-5,0.0001,50,30,0.1,239911407,3113036472,545495227,3691791213,5.0e-8
100,1.0,0.01,0.25,49628,2.1544346900318823e-5,1.0e-5,0.0001,50,36,0.1,3983357665,2968287122,2319978447,1469379112,5.0e-8
215,1.0,0.01,0.25,13901,2.1544346900318823e-5,1.0e-5,0.0001,50,1,0.1,239911407,3113036472,545495227,3691791213,0.5
100,1.0,0.01,0.25,90097,2.1544346900318823e-5,1.0e-5,0.0001,50,27,0.1,2539515793,3788695280,2213340712,1960817136,5.0e-8
100,1.0,0.01,0.25,93355,2.1544346900318823e-5,1.0e-5,0.0001,50,31,0.1,1116862248,1698305657,3758998996,2546016084,5.0e-8
100000,1.0,0.01,0.25,7522,1.0e-5,1.0e-5,0.0001,50,35,0.1,1217101784,3089626629,3848668736,2099450341,0.05
215,1.0,0.01,0.25,19134,2.1544346900318823e-5,1.0e-5,0.0001,50,2,0.1,3983357665,2968287122,2319978447,1469379112,0.5
100,1.0,0.01,0.25,56988,2.1544346900318823e-5,1.0e-5,0.0001,50,43,0.1,766359870,2112058505,284160929,3666993897,5.0e-8
100,1.0,0.01,0.25,128224,2.1544346900318823e-5,1.0e-5,0.0001,50,21,0.1,1851979032,1577912702,3616718241,2419747553,5.0e-8
215,1.0,0.01,0.25,28806,2.1544346900318823e-5,1.0e-5,0.0001,50,3,0.1,239911407,3113036472,545495227,3691791213,0.5
100,1.0,0.01,0.25,113860,2.1544346900318823e-5,1.0e-5,0.0001,50,32,0.1,1787930436,2215346858,1855086543,442711664,5.0e-8
215,1.0,0.01,0.25,30430,2.1544346900318823e-5,1.0e-5,0.0001,50,6,0.1,1217101784,3089626629,3848668736,2099450341,0.5
215,1.0,0.01,0.25,26526,2.1544346900318823e-5,1.0e-5,0.0001,50,8,0.1,766359870,2112058505,284160929,3666993897,0.5
215,1.0,0.01,0.25,4684,2.1544346900318823e-5,1.0e-5,0.0001,50,13,0.1,766359870,2112058505,284160929,3666993897,0.5
100,1.0,0.01,0.25,93717,2.1544346900318823e-5,1.0e-5,0.0001,50,40,0.1,1884799658,3750383940,554972322,4075339711,5.0e-8
100,1.0,0.01,0.25,120576,2.1544346900318823e-5,1.0e-5,0.0001,50,33,0.1,2507831983,2188263696,2625128679,1845565526,5.0e-8
100,1.0,0.01,0.25,282973,2.1544346900318823e-5,1.0e-5,0.0001,50,46,0.1,2490313723,1762859079,2794675765,2591765622,0.05
100,1.0,0.01,0.25,62007,2.1544346900318823e-5,1.0e-5,0.0001,50,48,0.1,4175346854,2358671379,52772825,2462813789,5.0e-8
215,1.0,0.01,0.25,9392,2.1544346900318823e-5,1.0e-5,0.0001,50,15,0.1,1884799658,3750383940,554972322,4075339711,0.5
100,1.0,0.01,0.25,89851,2.1544346900318823e-5,1.0e-5,0.0001,50,41,0.1,4091159307,510454860,2509814276,2944861636,5.0e-8
215,1.0,0.01,0.25,11646,2.1544346900318823e-5,1.0e-5,0.0001,50,16,0.1,2507831983,2188263696,2625128679,1845565526,0.5
215,1.0,0.01,0.25,11832,2.1544346900318823e-5,1.0e-5,0.0001,50,18,0.1,4175346854,2358671379,52772825,2462813789,0.5
215,1.0,0.01,0.25,39341,2.1544346900318823e-5,1.0e-5,0.0001,50,12,0.1,1217101784,3089626629,3848668736,2099450341,0.5
215,1.0,0.01,0.25,68435,2.1544346900318823e-5,1.0e-5,0.0001,50,9,0.1,1851979032,1577912702,3616718241,2419747553,0.5
215,1.0,0.01,0.25,55815,2.1544346900318823e-5,1.0e-5,0.0001,50,10,0.1,239911407,3113036472,545495227,3691791213,0.5
100,1.0,0.01,0.25,98336,2.1544346900318823e-5,1.0e-5,0.0001,50,44,0.1,3048929493,1362750041,318980058,3271845593,5.0e-8
215,1.0,0.01,0.25,83617,2.1544346900318823e-5,1.0e-5,0.0001,50,7,0.1,3983357665,2968287122,2319978447,1469379112,0.5
215,1.0,0.01,0.25,46519,2.1544346900318823e-5,1.0e-5,0.0001,50,14,0.1,766359870,2112058505,284160929,3666993897,0.5
100,1.0,0.01,0.25,88132,2.1544346900318823e-5,1.0e-5,0.0001,50,46,0.1,333153872,462936731,1803863024,4227837316,5.0e-8
100,1.0,0.01,0.25,167217,2.1544346900318823e-5,1.0e-5,0.0001,50,25,0.1,3610641286,3921418887,893332486,1189006576,5.0e-8
215,1.0,0.01,0.25,38604,2.1544346900318823e-5,1.0e-5,0.0001,50,19,0.1,1884799658,3750383940,554972322,4075339711,0.5
215,1.0,0.01,0.25,17812,2.1544346900318823e-5,1.0e-5,0.0001,50,23,0.1,1217101784,3089626629,3848668736,2099450341,0.5
100,1.0,0.01,0.25,91786,2.1544346900318823e-5,1.0e-5,0.0001,50,49,0.1,2275181542,2913133547,3479307218,1962793497,5.0e-8
215,1.0,0.01,0.25,22813,2.1544346900318823e-5,1.0e-5,0.0001,50,26,0.1,3048929493,1362750041,318980058,3271845593,0.5
100,1.0,0.01,0.25,183133,2.1544346900318823e-5,1.0e-5,0.0001,50,24,0.1,637795024,2496337980,3875646797,3013043107,5.0e-8
100000,1.0,0.01,0.25,7841,1.0e-5,1.0e-5,0.0001,50,14,0.1,2612349144,1171326855,745729719,1939383996,0.05
215,1.0,0.01,0.25,15460,2.1544346900318823e-5,1.0e-5,0.0001,50,30,0.1,3610641286,3921418887,893332486,1189006576,0.5
100000,1.0,0.01,0.25,13319,1.0e-5,1.0e-5,0.0001,50,3,0.1,1544609422,2550950343,2179670894,3267520850,0.5
215,1.0,0.01,0.25,124813,2.1544346900318823e-5,1.0e-5,0.0001,50,4,0.1,2539515793,3788695280,2213340712,1960817136,0.5
215,1.0,0.01,0.25,39448,2.1544346900318823e-5,1.0e-5,0.0001,50,25,0.1,239911407,3113036472,545495227,3691791213,0.5
215,1.0,0.01,0.25,132775,2.1544346900318823e-5,1.0e-5,0.0001,50,5,0.1,1116862248,1698305657,3758998996,2546016084,0.5
100,1.0,0.01,0.25,227582,2.1544346900318823e-5,1.0e-5,0.0001,50,18,0.1,2132729409,1401804855,1568893015,2621989115,5.0e-8
215,1.0,0.01,0.25,42564,2.1544346900318823e-5,1.0e-5,0.0001,50,31,0.1,1884799658,3750383940,554972322,4075339711,0.5
100,1.0,0.01,0.25,191894,2.1544346900318823e-5,1.0e-5,0.0001,50,28,0.1,586298643,1810441668,1397499486,3021218724,5.0e-8
215,1.0,0.01,0.25,19266,2.1544346900318823e-5,1.0e-5,0.0001,50,38,0.1,1544609422,2550950343,2179670894,3267520850,0.5
100,1.0,0.01,0.25,133784,2.1544346900318823e-5,1.0e-5,0.0001,50,42,0.1,2681940845,1324428361,2712919298,1479055140,5.0e-8
215,1.0,0.01,0.25,9192,2.1544346900318823e-5,1.0e-5,0.0001,50,40,0.1,239911407,3113036472,545495227,3691791213,0.5
215,1.0,0.01,0.25,17166,2.1544346900318823e-5,1.0e-5,0.0001,50,41,0.1,1116862248,1698305657,3758998996,2546016084,0.5
215,1.0,0.01,0.25,83690,2.1544346900318823e-5,1.0e-5,0.0001,50,22,0.1,4175346854,2358671379,52772825,2462813789,0.5
215,1.0,0.01,0.25,64472,2.1544346900318823e-5,1.0e-5,0.0001,50,27,0.1,3983357665,2968287122,2319978447,1469379112,0.5
215,1.0,0.01,0.25,57839,2.1544346900318823e-5,1.0e-5,0.0001,50,32,0.1,1217101784,3089626629,3848668736,2099450341,0.5
215,1.0,0.01,0.25,79291,2.1544346900318823e-5,1.0e-5,0.0001,50,24,0.1,1851979032,1577912702,3616718241,2419747553,0.5
100,1.0,0.01,0.25,206475,2.1544346900318823e-5,1.0e-5,0.0001,50,23,0.1,1176868790,897272857,4042333663,4020276329,5.0e-8
215,1.0,0.01,0.25,55146,2.1544346900318823e-5,1.0e-5,0.0001,50,34,0.1,3048929493,1362750041,318980058,3271845593,0.5
100,1.0,0.01,0.25,127321,2.1544346900318823e-5,1.0e-5,0.0001,50,50,0.1,2599056160,14018620,2448251163,3175556857,5.0e-8
100,1.0,0.01,0.25,273961,2.1544346900318823e-5,1.0e-5,0.0001,50,13,0.1,3751487561,4049309808,110900844,3351138016,5.0e-8
215,1.0,0.01,0.25,103765,2.1544346900318823e-5,1.0e-5,0.0001,50,20,0.1,4091159307,510454860,2509814276,2944861636,0.5
215,1.0,0.01,0.25,96459,2.1544346900318823e-5,1.0e-5,0.0001,50,29,0.1,333153872,462936731,1803863024,4227837316,0.5
215,1.0,0.01,0.25,51731,2.1544346900318823e-5,1.0e-5,0.0001,50,42,0.1,2132729409,1401804855,1568893015,2621989115,0.5
215,1.0,0.01,0.25,83359,2.1544346900318823e-5,1.0e-5,0.0001,50,35,0.1,637795024,2496337980,3875646797,3013043107,0.5
215,1.0,0.01,0.25,14455,2.1544346900318823e-5,1.0e-5,0.0001,50,5,0.1,2599056160,14018620,2448251163,3175556857,0.05
215,1.0,0.01,0.25,45438,2.1544346900318823e-5,1.0e-5,0.0001,50,48,0.1,1116862248,1698305657,3758998996,2546016084,0.5
215,1.0,0.01,0.25,60252,2.1544346900318823e-5,1.0e-5,0.0001,50,43,0.1,1884799658,3750383940,554972322,4075339711,0.5
10000,1.0,0.01,0.25,349609,1.0e-5,1.0e-5,0.0001,50,20,0.1,892807571,2861486980,2687588734,440607331,0.5
215,1.0,0.01,0.25,5062,2.1544346900318823e-5,1.0e-5,0.0001,50,11,0.1,2599056160,14018620,2448251163,3175556857,0.05
215,1.0,0.01,0.25,99741,2.1544346900318823e-5,1.0e-5,0.0001,50,37,0.1,3610641286,3921418887,893332486,1189006576,0.5
215,1.0,0.01,0.25,76368,2.1544346900318823e-5,1.0e-5,0.0001,50,45,0.1,1544609422,2550950343,2179670894,3267520850,0.5
215,1.0,0.01,0.25,15623,2.1544346900318823e-5,1.0e-5,0.0001,50,8,0.1,333153872,462936731,1803863024,4227837316,0.05
215,1.0,0.01,0.25,115978,2.1544346900318823e-5,1.0e-5,0.0001,50,36,0.1,2612349144,1171326855,745729719,1939383996,0.5
215,1.0,0.01,0.25,201850,2.1544346900318823e-5,1.0e-5,0.0001,50,11,0.1,1787930436,2215346858,1855086543,442711664,0.5
215,1.0,0.01,0.25,61676,2.1544346900318823e-5,1.0e-5,0.0001,50,47,0.1,239911407,3113036472,545495227,3691791213,0.5
215,1.0,0.01,0.25,7805,2.1544346900318823e-5,1.0e-5,0.0001,50,14,0.1,892807571,2861486980,2687588734,440607331,0.05
215,1.0,0.01,0.25,73013,2.1544346900318823e-5,1.0e-5,0.0001,50,49,0.1,4175346854,2358671379,52772825,2462813789,0.5
215,1.0,0.01,0.25,3390,2.1544346900318823e-5,1.0e-5,0.0001,50,23,0.1,4175346854,2358671379,52772825,2462813789,0.05
215,1.0,0.01,0.25,91348,2.1544346900318823e-5,1.0e-5,0.0001,50,44,0.1,586298643,1810441668,1397499486,3021218724,0.5
215,1.0,0.01,0.25,177085,2.1544346900318823e-5,1.0e-5,0.0001,50,21,0.1,2507831983,2188263696,2625128679,1845565526,0.5
215,1.0,0.01,0.25,24391,2.1544346900318823e-5,1.0e-5,0.0001,50,10,0.1,637795024,2496337980,3875646797,3013043107,0.05
100000,1.0,0.01,0.25,8303,1.0e-5,1.0e-5,0.0001,50,50,0.1,935503203,4257737496,2597373167,3139370975,0.05
215,1.0,0.01,0.25,146109,2.1544346900318823e-5,1.0e-5,0.0001,50,33,0.1,2275181542,2913133547,3479307218,1962793497,0.5
215,1.0,0.01,0.25,16541,2.1544346900318823e-5,1.0e-5,0.0001,50,21,0.1,239911407,3113036472,545495227,3691791213,0.05
215,1.0,0.01,0.25,6197,2.1544346900318823e-5,1.0e-5,0.0001,50,29,0.1,2275181542,2913133547,3479307218,1962793497,0.05
215,1.0,0.01,0.25,110049,2.1544346900318823e-5,1.0e-5,0.0001,50,46,0.1,2681940845,1324428361,2712919298,1479055140,0.5
215,1.0,0.01,0.25,10955,2.1544346900318823e-5,1.0e-5,0.0001,50,26,0.1,2507831983,2188263696,2625128679,1845565526,0.05
100000,1.0,0.01,0.25,6276,1.0e-5,1.0e-5,0.0001,50,38,0.1,2256178665,3171611878,1402425807,1929567471,0.05
215,1.0,0.01,0.25,2133,2.1544346900318823e-5,1.0e-5,0.0001,50,33,0.1,2507831983,2188263696,2625128679,1845565526,0.05
215,1.0,0.01,0.25,17350,2.1544346900318823e-5,1.0e-5,0.0001,50,31,0.1,2275181542,2913133547,3479307218,1962793497,0.05
215,1.0,0.01,0.25,73694,2.1544346900318823e-5,1.0e-5,0.0001,50,1,0.1,1217101784,3089626629,3848668736,2099450341,0.05
215,1.0,0.01,0.25,40787,2.1544346900318823e-5,1.0e-5,0.0001,50,17,0.1,1544609422,2550950343,2179670894,3267520850,0.05
215,1.0,0.01,0.25,63591,2.1544346900318823e-5,1.0e-5,0.0001,50,7,0.1,4091159307,510454860,2509814276,2944861636,0.05
215,1.0,0.01,0.25,18099,2.1544346900318823e-5,1.0e-5,0.0001,50,35,0.1,2507831983,2188263696,2625128679,1845565526,0.05
215,1.0,0.01,0.25,149141,2.1544346900318823e-5,1.0e-5,0.0001,50,50,0.1,3983357665,2968287122,2319978447,1469379112,0.5
215,1.0,0.01,0.25,182080,2.1544346900318823e-5,1.0e-5,0.0001,50,39,0.1,2539515793,3788695280,2213340712,1960817136,0.5
100000,1.0,0.01,0.25,7945,1.0e-5,1.0e-5,0.0001,50,40,0.1,3582072054,1067235961,3549446618,2014057232,0.05
215,1.0,0.01,0.25,5359,2.1544346900318823e-5,1.0e-5,0.0001,50,41,0.1,3983357665,2968287122,2319978447,1469379112,0.05
215,1.0,0.01,0.25,52587,2.1544346900318823e-5,1.0e-5,0.0001,50,18,0.1,333153872,462936731,1803863024,4227837316,0.05
215,1.0,0.01,0.25,84038,2.1544346900318823e-5,1.0e-5,0.0001,50,3,0.1,1176868790,897272857,4042333663,4020276329,0.05
215,1.0,0.01,0.25,253741,2.1544346900318823e-5,1.0e-5,0.0001,50,28,0.1,766359870,2112058505,284160929,3666993897,0.5
215,1.0,0.01,0.25,292897,2.1544346900318823e-5,1.0e-5,0.0001,50,17,0.1,2490313723,1762859079,2794675765,2591765622,0.5
215,1.0,0.01,0.25,47751,2.1544346900318823e-5,1.0e-5,0.0001,50,22,0.1,892807571,2861486980,2687588734,440607331,0.05
215,1.0,0.01,0.25,8355,2.1544346900318823e-5,1.0e-5,0.0001,50,43,0.1,3582072054,1067235961,3549446618,2014057232,0.05
215,1.0,0.01,0.25,9611,2.1544346900318823e-5,1.0e-5,0.0001,50,42,0.1,2539515793,3788695280,2213340712,1960817136,0.05
215,1.0,0.01,0.25,47481,2.1544346900318823e-5,1.0e-5,0.0001,50,28,0.1,935503203,4257737496,2597373167,3139370975,0.05
215,1.0,0.01,0.25,101061,2.1544346900318823e-5,1.0e-5,0.0001,50,2,0.1,1851979032,1577912702,3616718241,2419747553,0.05
215,1.0,0.01,0.25,5859,2.1544346900318823e-5,1.0e-5,0.0001,50,2,0.1,935503203,4257737496,2597373167,3139370975,5.0e-8
215,1.0,0.01,0.25,93745,2.1544346900318823e-5,1.0e-5,0.0001,50,13,0.1,1884799658,3750383940,554972322,4075339711,0.05
215,1.0,0.01,0.25,83680,2.1544346900318823e-5,1.0e-5,0.0001,50,19,0.1,2612349144,1171326855,745729719,1939383996,0.05
215,1.0,0.01,0.25,88505,2.1544346900318823e-5,1.0e-5,0.0001,50,16,0.1,3610641286,3921418887,893332486,1189006576,0.05
